seller_sk	seller_id	seller_zip_code_prefix	seller_city	seller_state	first_sale_date	last_sale_date	total_orders	total_items_sold	total_sales_amount	avg_item_price	is_top_seller	dwh_create_date
980	5194c22ed1f616ec0c0f33c571542879	37540	santa rita do sapucai	MG	2018-06-21	2018-08-05	4	4	245.60	61.40	0	2026-05-13 13:24:56.700
981	519a7aa428f18d125a283cf8c014fdd6	89180	rio do oeste	SC	2018-07-07	2018-07-30	3	3	79.70	26.57	0	2026-05-13 13:24:56.700
982	51a04a8a6bdcb23deccc82b0b80742cf	12914	braganca paulista	SP	2017-11-14	2017-11-14	1	1	167.99	167.99	0	2026-05-13 13:24:56.700
983	51e0557bc7b86de13e946c60ee91ce39	31510	belo horizonte	MG	2017-05-14	2017-05-14	1	1	45.80	45.80	0	2026-05-13 13:24:56.700
984	51e4e89242cbb846c2deff3dc015650e	96203	rio grande	RS	2018-04-04	2018-08-20	16	16	822.58	51.41	0	2026-05-13 13:24:56.700
985	51ed72984a04e5dd35c2b27e77179038	15050	sao jose do rio preto	SP	2017-11-11	2018-04-21	7	7	1294.30	184.90	0	2026-05-13 13:24:56.700
986	51f108f62cb87d61918159902c8f8583	85801	cascavel	PR	2018-07-24	2018-08-19	3	3	303.73	101.24	0	2026-05-13 13:24:56.700
987	5206cc4bc2297c833e6061c49bf9c43f	6192	osasco	SP	2016-10-08	2016-10-08	1	1	35.00	35.00	0	2026-05-13 13:24:56.700
988	52092ddbd3a58c450a4459bf051b2287	17300	dois corregos	SP	2017-11-11	2018-03-27	6	6	351.70	58.62	0	2026-05-13 13:24:56.700
989	520b493b57809f446cb0a233bb3e25c7	11075	santos	SP	2017-03-10	2017-12-19	63	73	3698.90	50.67	0	2026-05-13 13:24:56.700
990	522620dcb18a6b31cd7bdf73665113a9	85801	cascavel	PR	2016-10-03	2018-08-04	174	180	57168.49	317.60	0	2026-05-13 13:24:56.700
991	5236605f4d4b0b3e4df85b850393fca0	3311	sao paulo	SP	2017-08-09	2018-08-04	5	5	265.30	53.06	0	2026-05-13 13:24:56.700
992	52454f90d4c30c016768db02f88c1a74	13091	campinas	SP	2018-05-14	2018-07-13	3	5	80.50	16.10	0	2026-05-13 13:24:56.700
993	52562a9f449c3dc3d53f5f5b9ed74903	59152	parnamirim	RN	2017-04-27	2018-04-14	14	14	3266.60	233.33	0	2026-05-13 13:24:56.700
994	525e75a6fb1454a2325ab1734bcec221	6453	barueri	SP	2017-04-13	2017-10-02	10	11	657.07	59.73	0	2026-05-13 13:24:56.700
995	5275ca25d0358ca73864e0ae41be1320	7024	guarulhos	SP	2018-07-23	2018-08-07	4	4	409.60	102.40	0	2026-05-13 13:24:56.700
996	527801b552d0077ffd170872eb49683b	17400	garca	SP	2017-10-05	2018-08-24	90	92	17942.80	195.03	0	2026-05-13 13:24:56.700
997	52831e5990d0771cb4951d6f12928167	17600	tupa	SP	2018-08-06	2018-08-06	1	1	65.00	65.00	0	2026-05-13 13:24:56.700
998	528bcf6680c36dddf07620bd35b33a6f	3178	sao paulo	SP	2017-06-11	2017-10-17	2	2	969.98	484.99	0	2026-05-13 13:24:56.700
999	528ce32f560edd11add4169f6a5b65be	18130	sao roque	SP	2017-05-02	2017-07-20	2	2	59.80	29.90	0	2026-05-13 13:24:56.700
1000	52956b80ae65fda598f06f6b9943e7a9	87050	maringa	PR	2018-05-07	2018-05-31	3	3	792.00	264.00	0	2026-05-13 13:24:56.700
1001	52a50b42accf164f9f019941e5759d9b	13820	monte alegre do sul	SP	2018-08-02	2018-08-22	4	4	139.96	34.99	0	2026-05-13 13:24:56.700
1002	52a52b9f656520e99716f5bc40f661c8	13573	sao carlos	SP	2018-04-29	2018-07-28	7	8	783.10	97.89	0	2026-05-13 13:24:56.700
1003	52ac6f920b7280e4c6d30dd94de6259b	83321	pinhais	PR	2017-02-28	2018-05-23	6	7	5657.30	808.19	0	2026-05-13 13:24:56.700
1004	52b53f7061969fe471d119b6195da864	88301	itajai	SP	2017-08-28	2017-08-28	1	1	90.00	90.00	0	2026-05-13 13:24:56.700
1005	52bb00821bcdd358a5a5a27e1f6be5a1	6268	osasco	SP	2018-01-17	2018-04-11	2	2	349.80	174.90	0	2026-05-13 13:24:56.700
1006	52d76513f0c4d97f3b99570e2c94ee31	93348	novo hamburgo	RS	2017-07-14	2018-08-16	19	28	8153.10	291.18	0	2026-05-13 13:24:56.700
1007	52f0fe436a347ddad7ed5f9aa4e27eaa	1129	sao paulo	SP	2018-01-06	2018-05-18	21	23	1484.37	64.54	0	2026-05-13 13:24:56.700
1008	52f6f9f13ba19504c02781132a049e75	80540	curitiba	PR	2017-03-25	2017-03-25	1	1	199.00	199.00	0	2026-05-13 13:24:56.700
1009	52f976b17ea7f2f087f56dcc419328f6	86820	california	PR	2017-10-05	2018-07-23	6	6	7630.00	1271.67	0	2026-05-13 13:24:56.700
1010	52f9db5cfb423382a2fa5c9e39303202	19830	echapora	SP	2017-11-06	2018-08-02	22	23	1269.77	55.21	0	2026-05-13 13:24:56.700
1011	5305693ffae2d3463377b1f6fe67b15a	16300	penapolis	SP	2018-01-02	2018-01-02	1	1	93.56	93.56	0	2026-05-13 13:24:56.700
1012	53088c75f948b48a7ece173ac17f0c12	95840	triunfo	RS	2018-05-22	2018-08-07	3	3	261.70	87.23	0	2026-05-13 13:24:56.700
1013	530ec6109d11eaaf87999465c6afee01	85807	cascavel	PR	2017-05-24	2018-08-20	97	104	12983.81	124.84	0	2026-05-13 13:24:56.700
1014	53243585a1d6dc2643021fd1853d8905	42738	lauro de freitas	BA	2017-08-28	2018-08-21	358	410	222776.05	543.36	1	2026-05-13 13:24:56.700
1015	53336f97ddbe53e2a617d07b17447b95	3461	sao paulo	SP	2017-10-04	2017-10-04	1	1	599.50	599.50	0	2026-05-13 13:24:56.700
1016	533d46c1b06970e99f09523a61df4972	18200	itapetininga	SP	2018-02-01	2018-02-04	2	2	159.98	79.99	0	2026-05-13 13:24:56.700
1017	5343d0649eca2a983820bfe93fc4d17e	9270	santo andre	SP	2017-12-18	2018-07-29	71	111	10000.64	90.10	0	2026-05-13 13:24:56.700
1018	534a01cc6df1e034e05c32028a291fa2	13214	jundiai	SP	2017-08-16	2017-10-23	5	5	235.59	47.12	0	2026-05-13 13:24:56.700
1019	535bf14f36346c7f59d87cece104d70c	20735	rio de janeiro	RJ	2018-08-19	2018-08-19	1	1	50.00	50.00	0	2026-05-13 13:24:56.700
1020	537eb890efff034a88679788b647c564	20270	rio de janeiro	RJ	2017-07-17	2018-08-28	160	173	4679.70	27.05	0	2026-05-13 13:24:56.700
1021	538caafddff204241cecbf3a02e6b3cf	4516	sao paulo	SP	2017-05-16	2018-07-12	9	9	148.30	16.48	0	2026-05-13 13:24:56.700
1022	539ed9e19811677513447759be5eccfc	31520	belo horizonte	MG	2018-06-16	2018-08-26	2	2	32.83	16.41	0	2026-05-13 13:24:56.700
1023	53b0300ca793f9834cd69c0678d35ee8	13339	indaiatuba	SP	2017-11-18	2018-07-30	5	10	1662.15	166.22	0	2026-05-13 13:24:56.700
1024	53d00c40e32aeb924a84ce72b1af869d	14940	ibitinga	SP	2018-01-04	2018-08-04	17	17	2165.85	127.40	0	2026-05-13 13:24:56.700
1025	53e4c6e0f4312d4d2107a8c9cddf45cd	13920	pedreira	SP	2017-02-21	2018-08-27	473	522	30148.95	57.76	0	2026-05-13 13:24:56.700
1026	54065e9aef7e9e9c2dc23b7594db021a	20040	rio de janeiro	RJ	2017-03-03	2018-03-05	14	14	8003.00	571.64	0	2026-05-13 13:24:56.700
1027	5415337f1863452476d42d9f14a16a61	30840	belo horizonte	MG	2018-08-04	2018-08-04	1	1	44.90	44.90	0	2026-05-13 13:24:56.700
1028	54219883e72aad869adfb2a54b7bfa0f	18060	sorocaba	SP	2017-11-03	2018-07-10	5	5	6750.00	1350.00	0	2026-05-13 13:24:56.700
1029	542917da124346b47ea1ac79a93ce454	82560	curitiba	PR	2017-03-04	2017-08-07	20	20	1303.90	65.20	0	2026-05-13 13:24:56.700
1030	5444b12c82f21c923f2639ebc722c1ea	2051	sao pauo	SP	2017-04-25	2017-04-25	1	1	169.90	169.90	0	2026-05-13 13:24:56.700
1031	544863df86ed3b78a04e0820d41430ee	29166	serra	ES	NULL	NULL	1	1	23.90	23.90	0	2026-05-13 13:24:56.700
1032	54583ab379489add547fe47b628db589	9810	sao bernardo do campo	SP	2018-07-23	2018-08-28	10	10	2240.00	224.00	0	2026-05-13 13:24:56.700
1033	54965bbe3e4f07ae045b90b0b8541f52	85851	foz do iguacu	PR	2017-10-18	2018-07-03	78	86	10961.30	127.46	0	2026-05-13 13:24:56.700
1034	54a1852d1b8f10312c55e906355666ee	13456	santa barbara d'oeste	SP	2017-01-12	2018-08-21	200	204	17226.44	84.44	0	2026-05-13 13:24:56.700
1035	54aa8463e87776b5612f4bdc4bd5d4de	30550	belo horizonte	MG	2016-10-07	2017-02-21	7	7	649.30	92.76	0	2026-05-13 13:24:56.700
1036	54c04bdb5ec46762f8f08c7e8f86ed4a	88037	florianopolis	SC	2018-02-06	2018-08-09	18	19	3281.66	172.72	0	2026-05-13 13:24:56.700
1037	55029529919c0123526150bd26ca8f20	32280	contagem	MG	2018-06-13	2018-08-13	7	7	453.95	64.85	0	2026-05-13 13:24:56.700
1038	553a440137d6e0cf776aee0bb83ac9f5	13481	limeira	SP	2018-05-11	2018-05-29	2	2	144.80	72.40	0	2026-05-13 13:24:56.700
1039	5563732abe64c3036cb97ad924128dd1	7192	guarulhos	SP	2017-06-25	2017-12-20	2	3	404.00	134.67	0	2026-05-13 13:24:56.700
1040	5566627eab3fe93fd6ee08798226101a	83005	sao jose dos pinhais	PR	2017-04-13	2018-01-22	5	5	85.50	17.10	0	2026-05-13 13:24:56.700
1041	556a6409838156ea299c9d1f9e2dde43	81200	curitiba	PR	2018-06-19	2018-08-11	4	4	1362.80	340.70	0	2026-05-13 13:24:56.700
1042	557f22c76691849db52d2abccf0015d0	75650	morrinhos	GO	2017-05-08	2017-09-12	13	14	865.86	61.85	0	2026-05-13 13:24:56.700
1043	5587130f9850696ed7fafbc91c2cee44	4311	sao paulo	SP	2018-07-13	2018-08-07	2	2	69.80	34.90	0	2026-05-13 13:24:56.700
1044	559d56f3b8f0bc2e5a9a62fe2ce2a39f	89220	joinville	SC	2018-08-05	2018-08-05	2	2	385.00	192.50	0	2026-05-13 13:24:56.700
1045	55a5b51f93f2b70ea513f5a047b0262a	36301	sao joao del rei	MG	2017-04-04	2017-10-06	39	41	4002.30	97.62	0	2026-05-13 13:24:56.700
1046	55bb6fe5bebe5012e2d7d9928e1128ff	17052	bauru	SP	2018-01-20	2018-07-30	15	16	1816.55	113.53	0	2026-05-13 13:24:56.700
1047	55c26bcb609f480eb7868594245febb5	14910	tabatinga	SP	2018-04-09	2018-08-09	6	6	664.40	110.73	0	2026-05-13 13:24:56.700
1048	55c96925041a14097b6a7825554f4ad5	2122	sao paulo	SP	2017-03-23	2018-01-15	6	10	294.80	29.48	0	2026-05-13 13:24:56.700
1049	55d3daac7c404d59e51c2aa2f4dc5a23	2150	sao paulo	SP	2017-05-31	2018-08-17	21	28	4480.60	160.02	0	2026-05-13 13:24:56.700
1050	55dedd83e501d8248880557d9073cbfd	22061	rio de janeiro	RJ	2018-08-10	2018-08-28	8	9	1055.30	117.26	0	2026-05-13 13:24:56.700
1051	55f7a3319d80f7fdf078b8f03e6725fe	6056	osasco	SP	2018-07-02	2018-08-22	22	22	3013.78	136.99	0	2026-05-13 13:24:56.700
1052	562f8cfc51f265411f487d07e9c40e7f	30575	belo horizonte	MG	2017-10-18	2018-05-07	13	13	766.92	58.99	0	2026-05-13 13:24:56.700
1053	562fc2f2c2863ab7e79a9e4388a58a14	13070	campinas	SP	2018-01-15	2018-08-21	260	270	8814.20	32.65	0	2026-05-13 13:24:56.700
1054	5656537e588803a555b8eb41f07a944b	72015	brasilia	DF	2016-10-06	2018-08-23	174	188	8065.93	42.90	0	2026-05-13 13:24:56.700
1055	5659d77e8d90378e39b960ad5956f64e	12062	taubate	SP	2017-09-12	2018-03-24	2	2	182.48	91.24	0	2026-05-13 13:24:56.700
1056	56642bcb79900e777d68e91915cb4267	3701	sao paulo	SP	2016-10-10	2018-07-26	48	56	3657.64	65.31	0	2026-05-13 13:24:56.700
1057	5670f4db5b62c43d542e1b2d56b0cf7c	3694	sao paulo	SP	2018-04-24	2018-08-17	22	22	6630.09	301.37	0	2026-05-13 13:24:56.700
1058	56a8b450e802502ba53a9885ee38e29f	9895	sao bernardo do campo	SP	2017-07-06	2017-07-06	1	1	62.45	62.45	0	2026-05-13 13:24:56.700
1059	56db5c0782e8f7ddc9343f9576ff6d16	88132	palhoca	SC	2017-01-27	2018-08-07	2	2	734.80	367.40	0	2026-05-13 13:24:56.700
1060	56e361f411e38dcef17cdc2a3d99628b	7113	guarulhos	SP	2018-07-02	2018-08-23	5	10	1298.00	129.80	0	2026-05-13 13:24:56.700
1061	56f413900b5166ab4d730e9ac0b12cb0	18076	sorocaba	SP	2017-06-28	2017-07-12	3	3	151.79	50.60	0	2026-05-13 13:24:56.700
1062	570d4583587a5fe2d47c7be89b91ad27	2220	sao paulo	SP	2017-06-30	2017-07-05	2	2	125.25	62.63	0	2026-05-13 13:24:56.700
1063	5721089ba9214e80074f27d5a03fc0eb	1408	sao paulo	SP	2017-11-02	2018-01-30	5	7	245.93	35.13	0	2026-05-13 13:24:56.700
1064	5733d806668f8712c24b9abaefbfa642	89803	chapeco	SP	2018-01-26	2018-04-26	2	2	243.80	121.90	0	2026-05-13 13:24:56.700
1065	5741dc2bf5044c34d0698681c5081bed	12226	sao jose dos campos	SP	2018-05-28	2018-07-16	3	3	89.70	29.90	0	2026-05-13 13:24:56.700
1066	575df70bde3f9f2b30bf8d2e9910d725	15075	sao jose do rio preto	SP	2016-10-06	2018-08-14	27	34	5410.05	159.12	0	2026-05-13 13:24:56.700
1067	577719699805dd125d5b6fdde5943bba	95150	nova petropolis	RS	2018-04-19	2018-08-21	8	8	1077.80	134.73	0	2026-05-13 13:24:56.700
1068	578460d8319c51dab351cd9db95eadfe	74550	goiania	GO	2017-08-21	2017-08-21	1	1	235.00	235.00	0	2026-05-13 13:24:56.700
1069	578fa3a9cb6b6dceab39231ad59cdaca	60025	fortaleza	CE	2017-09-16	2018-04-30	3	3	150.00	50.00	0	2026-05-13 13:24:56.700
1070	5795aebfe331fbcd02a2c4b679fb7952	88132	palhoca	SC	2018-02-11	2018-08-20	6	6	1280.00	213.33	0	2026-05-13 13:24:56.700
1071	579891617139df7d8671d373f0669622	20061	rio de janeiro	RJ	2017-06-07	2018-06-24	8	8	280.30	35.04	0	2026-05-13 13:24:56.700
1072	57a834594e1e9e9219603bfec184eadc	98780	santa rosa	RS	2018-06-03	2018-06-03	1	1	139.00	139.00	0	2026-05-13 13:24:56.700
1073	57c764b4a836300be881e2ff86e449f9	14021	ribeirao preto	SP	2017-02-02	2018-08-22	29	30	1211.00	40.37	0	2026-05-13 13:24:56.700
1074	57d2ba47f7a3209aa347532ae75c1165	89287	sao bento do sul	SC	2018-06-21	2018-07-18	2	2	318.00	159.00	0	2026-05-13 13:24:56.700
1075	57df9869a600bd6b7c405f2a862eccfb	37540	santa rita do sapucai	MG	2018-04-12	2018-08-14	5	5	125.00	25.00	0	2026-05-13 13:24:56.700
1076	57e632711dec9ec14ca7546769483e7e	88372	navegantes	SC	2017-02-05	2018-08-08	62	65	6350.06	97.69	0	2026-05-13 13:24:56.700
1077	57fe6232e67823593374a2281d7a8af8	13360	capivari	SP	2017-03-05	2017-12-01	8	8	178.68	22.34	0	2026-05-13 13:24:56.700
1078	582d4f8675b945722eda7c0cb61ba4c7	11250	bertioga	SP	2017-01-20	2018-08-03	59	71	4702.96	66.24	0	2026-05-13 13:24:56.700
1079	585175ec331ea177fa47199e39a6170a	39400	montes claros	MG	2017-02-21	2017-02-21	1	1	3549.00	3549.00	0	2026-05-13 13:24:56.700
1080	586a871d4f1221763fddb6ceefdeb95e	90630	porto alegre	RS	2017-01-26	2017-01-26	1	2	198.00	99.00	0	2026-05-13 13:24:56.700
1081	5882820ef11c4c068eea0677a7a879b4	95082	caxias do sul	RS	2017-04-04	2018-07-20	14	14	9925.50	708.96	0	2026-05-13 13:24:56.700
1082	5882f40daf39bc2a465e0cb453ddc222	5616	sao paulo	SP	2017-10-13	2017-10-13	1	1	640.00	640.00	0	2026-05-13 13:24:56.700
1083	58b98ccb79873e04eac4357cacc590d9	13043	campinas	SP	2018-08-04	2018-08-04	1	1	23.00	23.00	0	2026-05-13 13:24:56.700
1084	58c851d1a3c7cd3da329eb59453fed44	13504	rio claro	SP	2018-08-10	2018-08-21	2	2	268.99	134.50	0	2026-05-13 13:24:56.700
1085	58e4b302b54937e55a678c4d15111da4	83402	colombo	PR	2017-01-26	2017-06-26	3	3	279.79	93.26	0	2026-05-13 13:24:56.700
1086	58f1a6197ed863543e0136bdedb3fce2	36407	conselheiro lafaiete	MG	2018-05-10	2018-08-18	44	45	6833.00	151.84	0	2026-05-13 13:24:56.700
1087	59417c56835dd8e2e72f91f809cd4092	13480	limeira	SP	2017-01-25	2017-10-02	18	18	36459.00	2025.50	0	2026-05-13 13:24:56.700
1088	594f9aaa48e5bf431f011ddc5669b0d5	32185	contagem	MG	2018-04-26	2018-08-27	37	38	3248.80	85.49	0	2026-05-13 13:24:56.700
1089	5962468f885ea01a1b6a97a218797b0a	82040	curitiba	PR	2017-07-01	2017-12-25	8	9	791.00	87.89	0	2026-05-13 13:24:56.700
1090	596849622429351f47b32e6cae1055ff	8710	mogi das cruses	SP	2018-06-04	2018-08-21	14	14	1104.70	78.91	0	2026-05-13 13:24:56.700
1091	5996cddab893a4652a15592fb58ab8db	19010	presidente prudente	SP	NULL	NULL	1	1	810.00	810.00	0	2026-05-13 13:24:56.700
1092	59b22a78efb79a4797979612b885db36	38414	uberlandia	MG	2017-07-17	2018-08-24	125	133	27184.50	204.39	0	2026-05-13 13:24:56.700
1093	59bbc819b99a733f02f0d6b49d1c253d	13043	campinas	SP	2018-05-08	2018-06-26	2	2	139.80	69.90	0	2026-05-13 13:24:56.700
1094	59cd88080b93f3c18508673122d26169	11707	praia grande	SP	2017-07-26	2017-12-09	10	12	392.33	32.69	0	2026-05-13 13:24:56.700
1095	59cea8e446d3834393058e7e0666b6fb	87050	maringa	PR	2018-06-16	2018-08-16	10	10	696.60	69.66	0	2026-05-13 13:24:56.700
1096	59de1d4c8c057c2a53acd4ca66531af2	80215	curitiba	PR	2017-11-10	2017-11-10	1	1	135.00	135.00	0	2026-05-13 13:24:56.700
1097	59fb871bf6f4522a87ba567b42dafecf	3655	sao paulo	SP	2016-10-06	2018-04-11	126	128	21708.57	169.60	0	2026-05-13 13:24:56.700
1098	5a05a16bb50629ee31afab8a6d4c2674	95076	caxias do sul	RS	2018-03-06	2018-07-02	14	15	794.30	52.95	0	2026-05-13 13:24:56.700
1099	5a32c398a06c345440bf2a683b017ad3	21070	rio de janeiro	RJ	2017-12-31	2018-03-14	2	2	79.80	39.90	0	2026-05-13 13:24:56.700
1100	5a413ade68e8f8d93071a7f52a64cb9e	3679	sao paulo	SP	2018-08-08	2018-08-29	14	14	778.90	55.64	0	2026-05-13 13:24:56.700
1101	5a4236931428800e9d9cc04af0987118	2916	sao paulo	SP	2018-07-17	2018-07-17	1	3	44.97	14.99	0	2026-05-13 13:24:56.700
1102	5a425cc503b39b262a847fd6212bf53b	86010	londrina	PR	2018-04-27	2018-08-19	15	15	1360.59	90.71	0	2026-05-13 13:24:56.700
1103	5a6a02f419701fc8c605af71d4fc57a4	13465	americana	SP	2018-05-14	2018-08-24	10	11	600.50	54.59	0	2026-05-13 13:24:56.700
1104	5a8e7d5003a1f221f9e1d6e411de7c23	13076	campinas	SP	2016-10-04	2018-08-24	139	181	11171.90	61.72	0	2026-05-13 13:24:56.700
1105	5a93f3ab0ef4c84ed5e1b5dbf23978bc	12250	monteiro lobato	SP	2017-05-09	2018-03-03	39	44	2338.25	53.14	0	2026-05-13 13:24:56.700
1106	5a9b3bcab695173c820e53934574ae80	13320	salto	SP	2018-07-27	2018-07-27	1	1	139.00	139.00	0	2026-05-13 13:24:56.700
1107	5a9c0859cb00fd8aa4db443837f0a700	89650	treze tilias	SC	2018-07-09	2018-07-11	2	2	208.00	104.00	0	2026-05-13 13:24:56.700
1108	5aaa890629f83706d8d9bfecd8377c1c	25720	petropolis	RJ	2017-09-15	2017-09-15	1	1	48.90	48.90	0	2026-05-13 13:24:56.700
1109	5ab05b6d86d417796c69ffd6774ec832	19815	assis	SP	2017-01-20	2018-08-26	10	12	1886.10	157.18	0	2026-05-13 13:24:56.700
1110	5abb8ea023c77787f2c15da891c8d384	89228	joinville	SC	2017-02-17	2017-12-02	13	13	2241.00	172.38	0	2026-05-13 13:24:56.700
1111	5acd070dd3fe441bbb2ec1f1ede515ee	13203	jundiai	SP	2017-11-24	2018-02-25	7	8	764.17	95.52	0	2026-05-13 13:24:56.700
1112	5b07547f10dd980738a1a27f685af669	7013	guarulhos	SP	2018-08-01	2018-08-24	13	14	1134.60	81.04	0	2026-05-13 13:24:56.700
1113	5b0cc932433fa5184b5b94bfe6bcc256	14940	ibitinga	SP	2018-06-20	2018-08-05	12	17	1437.80	84.58	0	2026-05-13 13:24:56.700
1114	5b179e9e8cc7ab6fd113a46ca584da81	5424	sao paulo	SP	2016-10-04	2017-09-13	34	36	5173.50	143.71	0	2026-05-13 13:24:56.700
1115	5b2e94f2c22b39ccc24d34ad0f669672	1214	sao paulo	SP	2018-05-02	2018-08-07	10	10	949.78	94.98	0	2026-05-13 13:24:56.700
1116	5b33b527da3c5b969cc99dc435cad09a	87702	paranavai	PR	2017-01-29	2018-08-11	16	17	1872.79	110.16	0	2026-05-13 13:24:56.700
1117	5b35136197710e16ac5e7b7c2bd4ea85	22640	rio de janeiro	RJ	2017-08-16	2018-03-31	7	9	3104.20	344.91	0	2026-05-13 13:24:56.700
1118	5b51032eddd242adc84c38acab88f23d	37564	borda da mata	MG	2017-10-30	2018-06-16	12	14	3280.00	234.29	0	2026-05-13 13:24:56.700
1119	5b581417df4480f632484ba681e53944	88050	florianopolis	SC	2017-07-19	2018-02-03	12	13	1790.60	137.74	0	2026-05-13 13:24:56.700
1120	5b664594895aefb418afaee6d40a9a23	25750	petropolis	RJ	2017-01-15	2018-08-05	16	22	1008.80	45.85	0	2026-05-13 13:24:56.700
1121	5b67882648febfb6e1225e6ad7164f6b	87502	umuarama	PR	2017-07-09	2018-08-10	27	30	6813.48	227.12	0	2026-05-13 13:24:56.700
1122	5b8154610ebb21fb90eb587365e673df	12246	sao jose dos campos	SP	2017-07-10	2018-07-28	38	41	9397.54	229.21	0	2026-05-13 13:24:56.700
1123	5b85809efd0d0e4dea1a9544e1280ed9	19020	presidente prudente	SP	2018-05-16	2018-08-20	12	14	1804.60	128.90	0	2026-05-13 13:24:56.700
1124	5b925e1d006e9476d738aa200751b73b	4567	sao paulo	SP	2017-10-06	2018-08-20	63	63	7748.50	122.99	0	2026-05-13 13:24:56.700
1125	5b92bfa4120daa27c574daa2e386c693	18070	sorocaba	SP	2017-02-20	2017-02-20	1	1	14.00	14.00	0	2026-05-13 13:24:56.700
1126	5b97c06a046398e7005b2b7c0d707a92	38770	joao pinheiro	MG	2017-05-27	2017-07-27	4	4	1519.96	379.99	0	2026-05-13 13:24:56.700
1127	5bba18b40e8c973b0f32e748004775b0	15840	itajobi	SP	2016-10-10	2016-10-10	1	1	739.98	739.98	0	2026-05-13 13:24:56.700
1128	5bc237df65098fe211bb4818f4d26d78	38410	uberlandia	MG	2017-02-09	2017-09-15	2	2	126.80	63.40	0	2026-05-13 13:24:56.700
1129	5bc24d989e71e93c33e50a7782431b0e	37165	campo do meio	MG	2018-05-02	2018-08-21	17	17	3148.00	185.18	0	2026-05-13 13:24:56.700
1130	5bc55dbe2f12b6af6d83ed46023e0dc8	35170	coronel fabriciano	MG	2018-02-21	2018-08-13	17	21	2992.10	142.48	0	2026-05-13 13:24:56.700
1131	5bf397d04035b5f45cc41e82ec106803	4144	sao paulo	SP	2018-05-08	2018-07-02	3	4	1525.00	381.25	0	2026-05-13 13:24:56.700
1132	5bffbafbb22daf6d3bfc216a46db8708	26525	nilopolis	RJ	2017-02-25	2017-06-25	21	23	5239.70	227.81	0	2026-05-13 13:24:56.700
1133	5c030029b5916fed0986310385ec9009	88075	sao jose	SC	2018-06-14	2018-08-20	7	10	4164.40	416.44	0	2026-05-13 13:24:56.700
1134	5c243662ce92d84573bfaff24c3e3700	3702	sao paulo	SP	2017-01-28	2018-02-09	98	100	32862.02	328.62	0	2026-05-13 13:24:56.700
1135	5c3460cd3e8a984382ae254e7dd20d9f	15085	sao jose do rio preto	SP	2018-02-23	2018-08-16	9	10	775.76	77.58	0	2026-05-13 13:24:56.700
1136	5c603ffb38cbbf25a0e0698941324143	37004	varginha	MG	2017-01-23	2017-01-25	2	2	348.80	174.40	0	2026-05-13 13:24:56.700
1137	5c6d4016c2a288f074fa0848a2b653d2	1209	sao paulo	SP	2017-09-27	2018-08-20	32	35	3159.00	90.26	0	2026-05-13 13:24:56.700
1138	5c853bb56f70f4d14218944bae111d7a	6715	cotia	SP	2017-02-22	2018-08-22	23	24	263.13	10.96	0	2026-05-13 13:24:56.700
1139	5ca5d579b5857ee8709479b1047cecc3	4176	sao paulo	SP	2018-01-13	2018-03-22	2	2	339.89	169.94	0	2026-05-13 13:24:56.700
1140	5cbbd5a299cab112b7bf23862255e43e	83324	pinhais	PR	2017-09-14	2018-08-16	36	38	2726.06	71.74	0	2026-05-13 13:24:56.700
1141	5cf13accae3222c70a9cac40818ae839	38700	patos de minas	MG	2017-01-16	2018-08-23	149	156	14383.20	92.20	0	2026-05-13 13:24:56.700
1142	5cf1ec37aea089f45110c70653a166ab	2215	sao paulo	SP	2017-04-01	2017-12-13	3	3	50.00	16.67	0	2026-05-13 13:24:56.700
1143	5d0363b33554b373851fc1622e4d5f3c	12952	atibaia	SP	2017-11-07	2018-08-21	94	95	6610.79	69.59	0	2026-05-13 13:24:56.700
1144	5d043cd5512d4bd2f88e5ccdd5736c38	2710	sao paulo	SP	2017-03-11	2017-03-11	1	1	650.00	650.00	0	2026-05-13 13:24:56.700
1145	5d378b73ab7dd6f0418d743e5dcb0bd1	1026	sao paulo	SP	2017-10-09	2017-11-14	7	7	13243.00	1891.86	0	2026-05-13 13:24:56.700
1146	5d3bb11474a06bdc23fb9e89f1164ee0	19804	assis	SP	2017-07-05	2018-08-13	31	32	3654.60	114.21	0	2026-05-13 13:24:56.700
1147	5d505d2298ad549e4e4e835562fa0c1e	16200	birigui	SP	2017-03-15	2017-04-01	2	2	249.80	124.90	0	2026-05-13 13:24:56.700
1148	5d76d80a2f5f39c891b996a1bf4c9853	5727	sao paulo	SP	2018-07-31	2018-08-18	6	6	1238.50	206.42	0	2026-05-13 13:24:56.700
1149	5d9dc90a686a8fddacffab6bab5653a3	6513	santana de parnaiba	SP	2017-10-01	2018-08-15	12	12	3761.94	313.49	0	2026-05-13 13:24:56.700
1150	5d9f3746e112e696f98ea22c56b3e912	3171	sao paulo	SP	2018-07-24	2018-07-24	1	1	1322.64	1322.64	0	2026-05-13 13:24:56.700
1151	5db42a6cd9bf1bf0d3aab9582767f168	29010	vitoria	ES	2018-05-05	2018-05-05	1	1	200.00	200.00	0	2026-05-13 13:24:56.700
1152	5dc203c7b84a0e71e878a179de05fb9a	17580	pompeia	SP	2018-05-28	2018-08-07	5	5	421.90	84.38	0	2026-05-13 13:24:56.700
1153	5dc4bdaf869e8c77c648078cbe8d59c2	88035	florianopolis	SC	2017-09-16	2017-09-16	1	1	292.99	292.99	0	2026-05-13 13:24:56.700
